bacteria_1,bacteria_2,rho_score,rho
k__Bacteria; p__Firmicutes,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sporichthyaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__BS11,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__RF16,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__p-2534-18B5,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae],0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolinaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__; f__,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Oscillatoriales; f__Phormidiaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Elusimicrobiales; f__,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__Fibrobacterales; f__Fibrobacteraceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Firmicutes; c__Bacilli,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__[Exiguobacteraceae],0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Firmicutes; c__Clostridia,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Caldicoprobacteraceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Syntrophomonadaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Acidaminobacteraceae],0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__GN02; c__BD1-5; o__; f__,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Lentisphaerae; c__; o__; f__,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__; f__,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Z20; f__R4-45B,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobulbaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfomicrobiaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__GMD14H09; f__,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__[Chromatiaceae],0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales; f__,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales; f__Cardiobacteriaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Pseudoalteromonadaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__SR1; c__; o__; f__,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Spirochaetes; c__MVP-15; o__PL-11B10; f__,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__; f__,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__M2PT2-76; f__,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Sphaerochaetales; f__Sphaerochaetaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__TM7; c__TM7-3; o__; f__,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__TM7; c__TM7-3; o__I025; f__Rs-045,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Acholeplasmatales; f__Acholeplasmataceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales; f__Mycoplasmataceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Verrucomicrobia,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__HA64; f__,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Verrucomicrobia; c__Verruco-5; o__WCHB1-41; f__RFP12,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae],0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__WPS-2; c__; o__; f__,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae,0.997,0.999
k__Bacteria; p__Firmicutes,k__Bacteria; p__[Thermi]; c__Deinococci; o__Thermales; f__Thermaceae,0.997,0.999
k__Bacteria; p__Firmicutes; c__Bacilli,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__[Exiguobacteraceae],k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Firmicutes; c__Clostridia,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Caldicoprobacteraceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Syntrophomonadaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Acidaminobacteraceae],k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__GN02; c__BD1-5; o__; f__,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Lentisphaerae; c__; o__; f__,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__; f__,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Z20; f__R4-45B,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobulbaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfomicrobiaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__GMD14H09; f__,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Aeromonadaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__[Chromatiaceae],k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales; f__,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales; f__Cardiobacteriaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Pseudoalteromonadaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__SR1; c__; o__; f__,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Spirochaetes; c__MVP-15; o__PL-11B10; f__,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__; f__,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__M2PT2-76; f__,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Sphaerochaetales; f__Sphaerochaetaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__TM7; c__TM7-3; o__; f__,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__TM7; c__TM7-3; o__I025; f__Rs-045,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Tenericutes; c__Mollicutes; o__Acholeplasmatales; f__Acholeplasmataceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales; f__Mycoplasmataceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Verrucomicrobia,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__HA64; f__,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Verrucomicrobia; c__Verruco-5; o__WCHB1-41; f__RFP12,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae],k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__WPS-2; c__; o__; f__,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__[Thermi]; c__Deinococci; o__Thermales; f__Thermaceae,k__Bacteria; p__Firmicutes,0.997,0.999
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Brevibacteriaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae,0.999,1.0
k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae,0.999,1.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria,k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__F16,0.999,1.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Brevibacteriaceae,0.999,1.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae,k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae,0.999,1.0
k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__F16,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria,0.999,1.0
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__[Methanomassiliicoccaceae],1.0,1.0
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales,1.0,1.0
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae,1.0,1.0
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dietziaceae,1.0,1.0
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae,1.0,1.0
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae,1.0,1.0
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae,1.0,1.0
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae,1.0,1.0
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Propionibacteriaceae,1.0,1.0
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae,1.0,1.0
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sporichthyaceae,1.0,1.0
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae,1.0,1.0
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__,1.0,1.0
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales,1.0,1.0
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__BS11,1.0,1.0
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__RF16,1.0,1.0
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__p-2534-18B5,1.0,1.0
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae,1.0,1.0
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae,1.0,1.0
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae],1.0,1.0
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__,1.0,1.0
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae,1.0,1.0
k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanosarcinales; f__Methanosarcinaceae,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae,1.0,1.0
